Vehiculo;Etiqueta;Matricula;TipoVehiculo;TipoServicio;Sintetizador SIRCI;NivelEmision ;Marca;Accesible;Operador;Modelo;Zona;Concesion
14612;N0612;WGH689;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14613;N0613;WGH660;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14614;N0614;WGH661;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14615;N0615;WLV194;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14616;N0616;WLV198;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14617;N0617;WLV195;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14618;N0618;WLV196;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14619;N0619;WLV197;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14620;N0620;WLV199;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14621;N0621;WLV200;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14622;N0622;WLU151;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14623;N0623;WLV193;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14624;N0624;WLV192;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14625;N0625;WLU146;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2015;USAQUÉN;USAQUEN T3
14626;N0626;WLU142;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14627;N0627;WLT996;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14628;N0628;WLT995;PADRON DUAL;PADRON;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN T3
14629;N0629;JTP384;PADRON DUAL;PADRON;SI;EURO V;VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2020;USAQUÉN;USAQUEN T3
14630;N0630;JTP375;PADRON DUAL;PADRON;SI;EURO V;VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2020;USAQUÉN;USAQUEN T3
14631;N0631;JTP377;PADRON DUAL;PADRON;SI;EURO V;VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2020;USAQUÉN;USAQUEN T3
14632;N0632;JTP541;PADRON DUAL;PADRON;SI;EURO V;VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2020;USAQUÉN;USAQUEN T3
14633;N0633;JTP378;PADRON DUAL;PADRON;SI;EURO V;VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2020;USAQUÉN;USAQUEN T3
14634;N0634;JTP379;PADRON DUAL;PADRON;SI;EURO V;VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2020;USAQUÉN;USAQUEN T3
14635;N0635;JTP380;PADRON DUAL;PADRON;SI;EURO V;VOLVO;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2020;USAQUÉN;USAQUEN T3
14850;N0850;WLT567;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14851;N0851;WLT568;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14852;N0852;WLT569;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14853;N0853;WLT571;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14854;N0854;WLT573;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14855;N0855;WLT575;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14856;N0856;WLT570;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14857;N0857;WLT577;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14858;N0858;WLT606;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14859;N0859;WLT578;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14860;N0860;WLT579;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14861;N0861;WLT580;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14862;N0862;WLT581;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14863;N0863;WLT582;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14864;N0864;WLT583;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14865;N0865;WLT584;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14866;N0866;WLT585;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14867;N0867;WLT586;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14868;N0868;WLT587;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14869;N0869;WLT588;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14870;N0870;WLT589;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14871;N0871;WLT590;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14872;N0872;WHP951;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14873;N0873;WLT591;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14874;N0874;WLT592;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14875;N0875;WHP953;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14876;N0876;WHP954;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14877;N0877;WLT593;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14878;N0878;WLT594;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14879;N0879;WLT595;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14880;N0880;WLT696;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14881;N0881;WLT597;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14882;N0882;WLT598;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14883;N0883;WLT599;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14884;N0884;WLT601;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14885;N0885;WLT600;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14886;N0886;WLT602;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14887;N0887;WLT603;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14888;N0888;WCM823;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14889;N0889;WCM813;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN ZN
14890;N0890;WCM803;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN ZN
14891;N0891;WCM807;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN ZN
14892;N0892;WCM800;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14893;N0893;WCL926;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14894;N0894;TUP544;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14895;N0895;TUP548;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14896;N0896;WCM808;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14897;N0897;TUP547;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14898;N0898;TUP294;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14899;N0899;WCM373;ALIMENTADOR (80);ALIMENTADOR;NO;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14900;N0900;TGW701;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14901;N0901;WCL254;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14902;N0902;WCL323;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
14903;N0903;WCL255;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;CONSORCIO EXPRESS USAQUEN;2014;USAQUÉN;USAQUEN AL
16103;SO0103;WMK144;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16104;SO0104;WMK126;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16105;SO0105;WMK129;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16106;SO0106;WMK135;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16107;SO0107;WMK130;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16108;SO0108;WMK136;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16109;SO0109;WMK139;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16110;SO0110;WMK123;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16111;SO0111;WMK134;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16112;SO0112;WMK131;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16113;SO0113;WMK137;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16114;SO0114;WMK140;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16115;SO0115;WMK124;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16116;SO0116;WMK142;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16117;SO0117;WMK122;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16118;SO0118;WMK132;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16119;SO0119;WMK138;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16120;SO0120;WMK141;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16121;SO0121;WMK127;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16127;SO0127;WMK143;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16128;SO0128;WMN393;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16129;SO0129;WMN394;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16130;SO0130;WMN395;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;VOLVO;ENTRADA BAJA;MASIVO CAPITAL SUBA ORIENTAL;2015;SUBA ORIENTAL;SUBA ORIENTAL AL
16131;SO0131;VFD218;ALIMENTADOR (80);ALIMENTADOR;NO;EURO III;MERCEDES BENZ;CON ELEVADOR;MASIVO CAPITAL SUBA ORIENTAL;2010;SUBA ORIENTAL;SUBA ORIENTAL AL
20602;CO0602;WMK894;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20615;CO0615;WMK907;ALIMENTADOR (80);ALIMENTADOR;SI;EURO V;BLUEBIRD;CON ELEVADOR;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20617;CO0617;WNT346;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20618;CO0618;WNT347;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20619;CO0619;WNT348;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20620;CO0620;WNT349;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20621;CO0621;WNT350;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20622;CO0622;WNT351;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20623;CO0623;WNT352;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20624;CO0624;WNT353;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20625;CO0625;WNT354;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20626;CO0626;WNT355;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20627;CO0627;WNT356;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20628;CO0628;WNT357;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20629;CO0629;WNT358;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20630;CO0630;WNT359;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20631;CO0631;WNT360;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20632;CO0632;WNT502;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20633;CO0633;WNT503;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20634;CO0634;WNT504;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20635;CO0635;WNT505;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20636;CO0636;WNT506;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20637;CO0637;WNT507;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20638;CO0638;WNT508;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20639;CO0639;WNT509;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20640;CO0640;WNT510;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
20641;CO0641;WNT511;ALIMENTADOR (80);ALIMENTADOR;SI;HÍBRIDO (DIESEL EURO V - ELÉCTRICO);VOLVO;ENTRADA BAJA;ESTE ES MI BUS CALLE 80;2015;CALLE 80;CALLE 80 AL
