Vehiculo;Etiqueta;Matricula;TipoVehiculo;TipoServicio;Sintetizador SIRCI;NivelEmision ;Marca;Accesible;Operador;Modelo;Zona;Concesion
707271;Z70-7271;WMN257;BUS (80);URBANO;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA ZN
707275;Z70-7275;WMN286;BUS (80);URBANO;NO;EURO V;VOLVO;CON ELEVADOR;ETIB;2015;BOSA;BOSA ZN
707276;Z70-7276;WMN362;BUS (80);URBANO;NO;EURO V;VOLVO;ENTRADA BAJA;ETIB;2015;BOSA;BOSA ZN
707278;Z70-7278;WNV102;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707279;Z70-7279;WNV104;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707280;Z70-7280;FVL767;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707281;Z70-7281;WEV621;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707282;Z70-7282;WEV620;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707283;Z70-7283;WEV622;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707284;Z70-7284;WEV623;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707285;Z70-7285;WEV624;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707286;Z70-7286;WEV625;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707287;Z70-7287;WEV626;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707288;Z70-7288;WEV627;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707289;Z70-7289;WEV628;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707290;Z70-7290;WEV630;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707291;Z70-7291;WEW089;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707292;Z70-7292;WEW091;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707293;Z70-7293;WEW092;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707294;Z70-7294;WEW093;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707295;Z70-7295;WEW094;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707296;Z70-7296;WEW095;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707297;Z70-7297;WEV629;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707298;Z70-7298;WNV103;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;CON ELEVADOR;ETIB;2014;BOSA;BOSA ZN
707299;Z70-7299;GUW979;BUS (80);URBANO;NO;EURO V;MERCEDES BENZ;ELEVADOR;ETIB;2015;BOSA;BOSA ZN
707300;Z70-7300;WDE764;BUS (80);URBANO;NO;EURO V;THOMAS BUILT;NO;ETIB;2014;BOSA;BOSA ZN
707301;Z70-7301;GUX282;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707302;Z70-7302;GUX283;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707303;Z70-7303;GVK027;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707304;Z70-7304;GUZ858;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707305;Z70-7305;GUX284;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707306;Z70-7306;GVK028;BUS (80);URBANO;NO;EURO VI;VOLVO;ENTRADA BAJA;ETIB;2021;BOSA;BOSA ZN
707307;Z70-7307;GVK029;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707308;Z70-7308;GVK030;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2021;BOSA;BOSA ZN
707309;Z70-7309;GUX285;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707310;Z70-7310;GUX286;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707311;Z70-7311;GVK031;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707312;Z70-7312;GVK032;BUS (80);URBANO;NO;EURO VI;VOLVO;ENTRADA BAJA;ETIB;2021;BOSA;BOSA ZN
707313;Z70-7313;GVK033;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2021;BOSA;BOSA ZN
707314;Z70-7314;GVK034;BUS (80);URBANO;NO;EURO VI;VOLVO;ENTRADA BAJA;ETIB;2020;BOSA;BOSA ZN
707315;Z70-7315;GUX287;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707316;Z70-7316;GUZ860;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707317;Z70-7317;GVK035;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707318;Z70-7318;GUZ861;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707319;Z70-7319;GVK036;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707320;Z70-7320;GVK037;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707321;Z70-7321;GUX288;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707322;Z70-7322;GUX289;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707323;Z70-7323;GUZ842;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707324;Z70-7324;GUZ862;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707325;Z70-7325;GUZ863;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707326;Z70-7326;GUZ864;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707327;Z70-7327;GVK038;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707328;Z70-7328;GVK039;BUS (80);URBANO;NO;EURO VI;VOLVO;ENTRADA BAJA;ETIB;2021;BOSA;BOSA ZN
707329;Z70-7329;GVK040;BUS (80);URBANO;NO;EURO VI;VOLVO;ENTRADA BAJA;ETIB;2020;BOSA;BOSA ZN
707330;Z70-7330;GVK041;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707331;Z70-7331;GUZ843;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707332;Z70-7332;GUZ865;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707333;Z70-7333;GVK042;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707334;Z70-7334;GVK043;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707335;Z70-7335;GUZ844;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707336;Z70-7336;GUZ845;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707337;Z70-7337;GUZ846;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707338;Z70-7338;GUZ866;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707339;Z70-7339;GVK044;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707340;Z70-7340;GUZ867;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707341;Z70-7341;GUZ868;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707342;Z70-7342;GUZ869;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707343;Z70-7343;GUZ870;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707344;Z70-7344;GVK045;BUS (80);URBANO;NO;EURO VI;VOLVO;ENTRADA BAJA;ETIB;2021;BOSA;BOSA ZN
707345;Z70-7345;GUZ847;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707346;Z70-7346;GUZ848;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707347;Z70-7347;GUZ871;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707348;Z70-7348;GUZ849;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707349;Z70-7349;GUZ850;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707350;Z70-7350;GUZ851;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707351;Z70-7351;GUZ852;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707352;Z70-7352;GVK046;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707353;Z70-7353;GUZ872;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707354;Z70-7354;GUZ873;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707355;Z70-7355;GVK047;BUS (80);URBANO;NO;EURO VI;VOLVO;ENTRADA BAJA;ETIB;2021;BOSA;BOSA ZN
707356;Z70-7356;GUZ853;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707357;Z70-7357;GUZ854;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707358;Z70-7358;GUZ874;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707359;Z70-7359;GUZ855;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707360;Z70-7360;GUZ875;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707361;Z70-7361;GVK048;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707362;Z70-7362;GUZ856;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707363;Z70-7363;GUZ876;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707364;Z70-7364;GUZ877;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707365;Z70-7365;GUZ878;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707366;Z70-7366;GVK049;BUS (80);URBANO;NO;EURO VI;VOLVO;ENTRADA BAJA;ETIB;2021;BOSA;BOSA ZN
707367;Z70-7367;GVK050;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707368;Z70-7368;GUZ857;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707369;Z70-7369;GUZ859;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707370;Z70-7370;GVK026;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2020;BOSA;BOSA ZN
707371;Z70-7371;GVK051;BUS (80);URBANO;NO;EURO VI;VOLVO;ELEVADOR;ETIB;2021;BOSA;BOSA ZN
707372;Z70-7372;WEW719;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707373;Z70-7373;WEW736;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707374;Z70-7374;WEW740;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707375;Z70-7375;WEW732;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707376;Z70-7376;WGI128;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707377;Z70-7377;WGI139;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707378;Z70-7378;WEW742;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707379;Z70-7379;WEW724;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707380;Z70-7380;WEX157;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707381;Z70-7381;WEX161;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707382;Z70-7382;WEX163;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707383;Z70-7383;WGI116;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707384;Z70-7384;WGI117;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707385;Z70-7385;WEW726;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707386;Z70-7386;WGI124;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707387;Z70-7387;WGI126;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707388;Z70-7388;WEX151;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707389;Z70-7389;WGI130;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707390;Z70-7390;WGI131;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707391;Z70-7391;WGI122;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707392;Z70-7392;WGI137;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707393;Z70-7393;WGI135;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707394;Z70-7394;WGI145;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707395;Z70-7395;WGK209;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707397;Z70-7397;WNR705;BUS (80);URBANO;SI;EURO V;SCANIA;ENTRADA BAJA;ETIB;2016;BOSA;BOSA ZN
707398;Z70-7398;WNR708;BUS (80);URBANO;SI;EURO V;SCANIA;ENTRADA BAJA;ETIB;2016;BOSA;BOSA ZN
707399;Z70-7399;WNR781;BUS (80);URBANO;SI;EURO V;SCANIA;ENTRADA BAJA;ETIB;2016;BOSA;BOSA ZN
707401;Z70-7401;WNR788;BUS (80);URBANO;SI;EURO V;SCANIA;ENTRADA BAJA;ETIB;2016;BOSA;BOSA ZN
707403;Z70-7403;WEW715;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707404;Z70-7404;WEW721;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707405;Z70-7405;WEW712;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707407;Z70-7407;WGI127;BUS (80);URBANO;NO;EURO V;SCANIA;NO;ETIB;2014;BOSA;BOSA ZN
707801;Z70-7801;GUZ879;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707802;Z70-7802;GUZ880;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707803;Z70-7803;GUZ881;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707804;Z70-7804;GUZ882;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707805;Z70-7805;GUZ883;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707806;Z70-7806;GUZ884;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707807;Z70-7807;GUZ885;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707808;Z70-7808;GUZ889;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707809;Z70-7809;GUZ887;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
707810;Z70-7810;GUZ888;ALIMENTADOR 80 E-DV;ALIMENTADOR CON VALIDACIÓN;SI;ELÉCTRICO;YUTONG;CON ELEVADOR;ETIB;2021;BOSA;BOSA AL
